nombre_compania;contacto_compania;correo_compania;telefono_compania;tipo;nombre;correo;telefono;fecha_registro;direccion;ciudad;codigo_postal;region;producto;categoria_producto;cantidad;precio_unitario
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Xavier Farley;lacinia@sitametnulla.org;095-138-4996;23/12/2015;171-6697 Lacus, Av.;Paradise;72463;Nevada;Fries / Tater tots;Frozen;1;128.53
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Xavier Farley;lacinia@sitametnulla.org;095-138-4996;23/12/2015;171-6697 Lacus, Av.;Paradise;72463;Nevada;Bread crumbs;Baking;1;155.75
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Xavier Farley;lacinia@sitametnulla.org;095-138-4996;23/12/2015;171-6697 Lacus, Av.;Paradise;72463;Nevada;Cottage cheese;Dairy;4;486.1
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Xavier Farley;lacinia@sitametnulla.org;095-138-4996;23/12/2015;171-6697 Lacus, Av.;Paradise;72463;Nevada;Bread crumbs;Baking;3;155.75
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Xavier Farley;lacinia@sitametnulla.org;095-138-4996;23/12/2015;171-6697 Lacus, Av.;Paradise;72463;Nevada;Wipes;Baby Stuff;2;244.59
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Xavier Farley;lacinia@sitametnulla.org;095-138-4996;23/12/2015;171-6697 Lacus, Av.;Paradise;72463;Nevada;Rum;Beverages;4;201.54
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Eaton Nelson;Aliquam.tincidunt.nunc@commodohendrerit.com;049-192-5347;29/04/2018;4326 A, Road;Las Vegas;97695;Nevada;Sak?;Beverages;2;333.12
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Eaton Nelson;Aliquam.tincidunt.nunc@commodohendrerit.com;049-192-5347;29/04/2018;4326 A, Road;Las Vegas;97695;Nevada;Bagels / Croissants;Baked Goods;1;275.95
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Eaton Nelson;Aliquam.tincidunt.nunc@commodohendrerit.com;049-192-5347;29/04/2018;4326 A, Road;Las Vegas;97695;Nevada;Chip dip;Refrigerated Items;1;91.92
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Eaton Nelson;Aliquam.tincidunt.nunc@commodohendrerit.com;049-192-5347;29/04/2018;4326 A, Road;Las Vegas;97695;Nevada;Bacon / Sausage;Meat;3;167.45
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Eaton Nelson;Aliquam.tincidunt.nunc@commodohendrerit.com;049-192-5347;29/04/2018;4326 A, Road;Las Vegas;97695;Nevada;Cucumbers;Fresh Vegetables;4;239.69
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Eaton Nelson;Aliquam.tincidunt.nunc@commodohendrerit.com;049-192-5347;29/04/2018;4326 A, Road;Las Vegas;97695;Nevada;Pears;Fresh Fruits;5;33.16
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Eaton Nelson;Aliquam.tincidunt.nunc@commodohendrerit.com;049-192-5347;29/04/2018;4326 A, Road;Las Vegas;97695;Nevada;Pears;Fresh Fruits;3;33.16
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Eaton Nelson;Aliquam.tincidunt.nunc@commodohendrerit.com;049-192-5347;29/04/2018;4326 A, Road;Las Vegas;97695;Nevada;Spinach;Fresh Vegetables;1;285.49
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Eaton Nelson;Aliquam.tincidunt.nunc@commodohendrerit.com;049-192-5347;29/04/2018;4326 A, Road;Las Vegas;97695;Nevada;Juice concentrate;Frozen;2;119.83
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Ingrid Fry;porttitor@placerataugueSed.net;039-523-0192;23/09/2013;P.O. Box 831, 9684 Dictum Av.;Canyon;86692;AZ;Bread crumbs;Baking;4;155.75
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Ingrid Fry;porttitor@placerataugueSed.net;039-523-0192;23/09/2013;P.O. Box 831, 9684 Dictum Av.;Canyon;86692;AZ;Oatmeal;Snacks;3;455.28
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Ingrid Fry;porttitor@placerataugueSed.net;039-523-0192;23/09/2013;P.O. Box 831, 9684 Dictum Av.;Canyon;86692;AZ;Lemon / Lime juice;Various Groceries;3;63.73
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Ingrid Fry;porttitor@placerataugueSed.net;039-523-0192;23/09/2013;P.O. Box 831, 9684 Dictum Av.;Canyon;86692;AZ;Taco night;Themed Meals;4;129.28
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Ingrid Fry;porttitor@placerataugueSed.net;039-523-0192;23/09/2013;P.O. Box 831, 9684 Dictum Av.;Canyon;86692;AZ;Oranges;Fresh Fruits;4;387.88
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Ingrid Fry;porttitor@placerataugueSed.net;039-523-0192;23/09/2013;P.O. Box 831, 9684 Dictum Av.;Canyon;86692;AZ;Cookies;Snacks;4;286.24
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Ingrid Fry;porttitor@placerataugueSed.net;039-523-0192;23/09/2013;P.O. Box 831, 9684 Dictum Av.;Canyon;86692;AZ;Hot sauce;Condiments / Sauces;3;433.27
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Ingrid Fry;porttitor@placerataugueSed.net;039-523-0192;23/09/2013;P.O. Box 831, 9684 Dictum Av.;Canyon;86692;AZ;Asparagus;Fresh Vegetables;3;346.43
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Kane Velez;leo@ac.com;061-112-7406;13/07/2016;661-322 Est Rd.;Lewiston;63346;ME;Sliced bread;Baked Goods;4;194.88
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Dahlia Gillespie;in.dolor@morbitristique.edu;076-314-8900;27/11/2013;694-5400 Vel Ave;Tulsa;52461;Oklahoma;Baked beans;Canned Foods;3;315.86
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Caryn Salinas;ornare.egestas@Inscelerisquescelerisque.edu;000-235-3568;25/02/2017;7895 Non Avenue;Fort Wayne;67631;IN;Bacon / Sausage;Meat;2;167.45
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Caryn Salinas;ornare.egestas@Inscelerisquescelerisque.edu;000-235-3568;25/02/2017;7895 Non Avenue;Fort Wayne;67631;IN;Champagne;Beverages;1;407.28
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Caryn Salinas;ornare.egestas@Inscelerisquescelerisque.edu;000-235-3568;25/02/2017;7895 Non Avenue;Fort Wayne;67631;IN;Veggies;Canned Foods;1;169.73
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Caryn Salinas;ornare.egestas@Inscelerisquescelerisque.edu;000-235-3568;25/02/2017;7895 Non Avenue;Fort Wayne;67631;IN;Nuts / Seeds;Snacks;2;420.53
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Caryn Salinas;ornare.egestas@Inscelerisquescelerisque.edu;000-235-3568;25/02/2017;7895 Non Avenue;Fort Wayne;67631;IN;Parmesan;Cheese;3;223.43
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Caryn Salinas;ornare.egestas@Inscelerisquescelerisque.edu;000-235-3568;25/02/2017;7895 Non Avenue;Fort Wayne;67631;IN;Milk;Dairy;4;205.19
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Caryn Salinas;ornare.egestas@Inscelerisquescelerisque.edu;000-235-3568;25/02/2017;7895 Non Avenue;Fort Wayne;67631;IN;Jam / Jelly / Preserves;Condiments / Sauces;3;451
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Martena Petersen;egestas@auctorMaurisvel.com;063-942-8669;24/12/2018;P.O. Box 863, 9744 Adipiscing Rd.;Worcester;18402;MA;Red wine / White wine;Beverages;3;348.87
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Kiona Trevino;aliquam@ipsumac.org;054-441-4452;3/04/2019;694-5400 Vel Ave;Tulsa;52461;Oklahoma;Plums;Fresh Fruits;2;207.86
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Kiona Trevino;aliquam@ipsumac.org;054-441-4452;3/04/2019;694-5400 Vel Ave;Tulsa;52461;Oklahoma;Basil;Spices & Herbs;2;310.34
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Kiona Trevino;aliquam@ipsumac.org;054-441-4452;3/04/2019;694-5400 Vel Ave;Tulsa;52461;Oklahoma;Butter / Margarine;Dairy;1;444.23
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Kiona Trevino;aliquam@ipsumac.org;054-441-4452;3/04/2019;694-5400 Vel Ave;Tulsa;52461;Oklahoma;Ready-bake breads;Refrigerated Items;5;106.73
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Kiona Trevino;aliquam@ipsumac.org;054-441-4452;3/04/2019;694-5400 Vel Ave;Tulsa;52461;Oklahoma;Soda pop;Beverages;1;408.11
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Kiona Trevino;aliquam@ipsumac.org;054-441-4452;3/04/2019;694-5400 Vel Ave;Tulsa;52461;Oklahoma;Baby wash;Baby Stuff;1;66
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Kiona Trevino;aliquam@ipsumac.org;054-441-4452;3/04/2019;694-5400 Vel Ave;Tulsa;52461;Oklahoma;Lemons / Limes;Fresh Fruits;2;219.45
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Kyle Gould;posuere.vulputate@dis.org;085-751-4243;26/08/2019;6968 Ipsum Av.;Saint Paul;43755;MN;Parmesan;Cheese;3;223.43
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;P;Kyle Gould;posuere.vulputate@dis.org;085-751-4243;26/08/2019;6968 Ipsum Av.;Saint Paul;43755;MN;Nuts / Seeds;Snacks;2;420.53
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;C;Shellie Travis;orci@vestibulumMaurismagna.edu;026-846-0425;19/11/2011;2115 Sodales St.;Lewiston;75515;ME;Coffee / Filters;Various Groceries;5;65.01
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;C;Shellie Travis;orci@vestibulumMaurismagna.edu;026-846-0425;19/11/2011;2115 Sodales St.;Lewiston;75515;ME;Bagels / Croissants;Baked Goods;5;275.95
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;C;Shellie Travis;orci@vestibulumMaurismagna.edu;026-846-0425;19/11/2011;2115 Sodales St.;Lewiston;75515;ME;Parsley;Spices & Herbs;1;125.31
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;C;Shellie Travis;orci@vestibulumMaurismagna.edu;026-846-0425;19/11/2011;2115 Sodales St.;Lewiston;75515;ME;Cucumbers;Fresh Vegetables;1;239.69
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;C;Shellie Travis;orci@vestibulumMaurismagna.edu;026-846-0425;19/11/2011;2115 Sodales St.;Lewiston;75515;ME;Sour cream;Dairy;1;344.24
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;C;Hakeem Warren;egestas.Fusce@pellentesquetellus.ca;089-819-7499;31/03/2019;661-322 Est Rd.;Lewiston;63346;ME;Red pepper;Spices & Herbs;3;376.41
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;C;Hakeem Warren;egestas.Fusce@pellentesquetellus.ca;089-819-7499;31/03/2019;661-322 Est Rd.;Lewiston;63346;ME;Crab;Seafood;4;202.47
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;C;Hakeem Warren;egestas.Fusce@pellentesquetellus.ca;089-819-7499;31/03/2019;661-322 Est Rd.;Lewiston;63346;ME;Worcestershire sauce;Condiments / Sauces;1;58.44
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;C;Hakeem Warren;egestas.Fusce@pellentesquetellus.ca;089-819-7499;31/03/2019;661-322 Est Rd.;Lewiston;63346;ME;Paprika;Spices & Herbs;3;59.36
Sem Nulla Inc.;Hoyt Rodgers;tincidunt@Phasellus.org;067-092-3423;C;Hakeem Warren;egestas.Fusce@pellentesquetellus.ca;089-819-7499;31/03/2019;661-322 Est Rd.;Lewiston;63346;ME;Cucumbers;Fresh Vegetables;3;239.69
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;P;Jaime Bowers;libero.et.tristique@porta.com;013-927-7223;24/01/2011;P.O. Box 568, 5077 Morbi Avenue;Jackson;90560;Mississippi;Tortillas;Refrigerated Items;2;434.8
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;P;Jaime Bowers;libero.et.tristique@porta.com;013-927-7223;24/01/2011;P.O. Box 568, 5077 Morbi Avenue;Jackson;90560;Mississippi;Potato / Corn chips;Snacks;5;431.54
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;P;Jaime Bowers;libero.et.tristique@porta.com;013-927-7223;24/01/2011;P.O. Box 568, 5077 Morbi Avenue;Jackson;90560;Mississippi;Chicken;Meat;2;323.24
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;P;Jaime Bowers;libero.et.tristique@porta.com;013-927-7223;24/01/2011;P.O. Box 568, 5077 Morbi Avenue;Jackson;90560;Mississippi;Oatmeal;Snacks;2;455.28
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;P;Jaime Bowers;libero.et.tristique@porta.com;013-927-7223;24/01/2011;P.O. Box 568, 5077 Morbi Avenue;Jackson;90560;Mississippi;Baked beans;Canned Foods;4;315.86
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;P;David Gamble;sed.dictum@eueuismodac.net;075-742-0518;5/06/2015;171-6697 Lacus, Av.;Paradise;72463;Nevada;Flea treatment;Pets;4;46.79
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;P;David Gamble;sed.dictum@eueuismodac.net;075-742-0518;5/06/2015;171-6697 Lacus, Av.;Paradise;72463;Nevada;Ice cream / Sorbet;Frozen;1;165.65
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;P;David Gamble;sed.dictum@eueuismodac.net;075-742-0518;5/06/2015;171-6697 Lacus, Av.;Paradise;72463;Nevada;Cereal;Various Groceries;4;301.76
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;P;Ingrid Fry;porttitor@placerataugueSed.net;039-523-0192;23/09/2013;P.O. Box 831, 9684 Dictum Av.;Canyon;86692;AZ;Pita bread;Baked Goods;2;95.9
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;P;Ingrid Fry;porttitor@placerataugueSed.net;039-523-0192;23/09/2013;P.O. Box 831, 9684 Dictum Av.;Canyon;86692;AZ;Club soda / Tonic;Beverages;4;134.04
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;P;Velma Holland;dui@augue.com;058-378-1872;5/02/2019;9785 Vehicula. Road;Frankfort;27751;Kentucky;Grapes;Fresh Fruits;4;196.11
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;P;Velma Holland;dui@augue.com;058-378-1872;5/02/2019;9785 Vehicula. Road;Frankfort;27751;Kentucky;TV dinners;Frozen;1;172.56
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;P;Velma Holland;dui@augue.com;058-378-1872;5/02/2019;9785 Vehicula. Road;Frankfort;27751;Kentucky;Lemon / Lime juice;Various Groceries;4;63.73
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;P;Velma Holland;dui@augue.com;058-378-1872;5/02/2019;9785 Vehicula. Road;Frankfort;27751;Kentucky;Lobster;Seafood;3;38.44
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;P;Eaton Nelson;Aliquam.tincidunt.nunc@commodohendrerit.com;049-192-5347;29/04/2018;4326 A, Road;Las Vegas;97695;Nevada;Vinegar;Various Groceries;2;32.79
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;P;Eaton Nelson;Aliquam.tincidunt.nunc@commodohendrerit.com;049-192-5347;29/04/2018;4326 A, Road;Las Vegas;97695;Nevada;Half & half;Dairy;4;391.88
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;P;Eaton Nelson;Aliquam.tincidunt.nunc@commodohendrerit.com;049-192-5347;29/04/2018;4326 A, Road;Las Vegas;97695;Nevada;Lettuce / Greens;Fresh Vegetables;5;486.72
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;P;Eaton Nelson;Aliquam.tincidunt.nunc@commodohendrerit.com;049-192-5347;29/04/2018;4326 A, Road;Las Vegas;97695;Nevada;Broccoli;Fresh Vegetables;1;13.65
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Kim Maldonado;Quisque.ac@atpede.net;094-709-9573;2/02/2011;P.O. Box 671, 9827 Erat. St.;Colorado Springs;57994;CO;Wipes;Baby Stuff;4;244.59
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Kim Maldonado;Quisque.ac@atpede.net;094-709-9573;2/02/2011;P.O. Box 671, 9827 Erat. St.;Colorado Springs;57994;CO;Juice;Beverages;2;296.65
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Kim Maldonado;Quisque.ac@atpede.net;094-709-9573;2/02/2011;P.O. Box 671, 9827 Erat. St.;Colorado Springs;57994;CO;Squash;Fresh Vegetables;2;299.29
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Kim Maldonado;Quisque.ac@atpede.net;094-709-9573;2/02/2011;P.O. Box 671, 9827 Erat. St.;Colorado Springs;57994;CO;Tofu;Refrigerated Items;5;178.35
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Holmes Calderon;pede@Fusce.co.uk;084-517-5132;8/02/2011;5681 Netus Rd.;Salem;73705;OR;Tilapia;Seafood;1;229.77
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Holmes Calderon;pede@Fusce.co.uk;084-517-5132;8/02/2011;5681 Netus Rd.;Salem;73705;OR;Grapes;Fresh Fruits;4;196.11
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Holmes Calderon;pede@Fusce.co.uk;084-517-5132;8/02/2011;5681 Netus Rd.;Salem;73705;OR;Fresh bread;Baked Goods;2;312.03
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Holmes Calderon;pede@Fusce.co.uk;084-517-5132;8/02/2011;5681 Netus Rd.;Salem;73705;OR;Whipped cream;Dairy;5;197.89
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Holmes Calderon;pede@Fusce.co.uk;084-517-5132;8/02/2011;5681 Netus Rd.;Salem;73705;OR;Tofu;Refrigerated Items;5;178.35
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Holmes Calderon;pede@Fusce.co.uk;084-517-5132;8/02/2011;5681 Netus Rd.;Salem;73705;OR;Grapes;Fresh Fruits;2;196.11
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Holmes Calderon;pede@Fusce.co.uk;084-517-5132;8/02/2011;5681 Netus Rd.;Salem;73705;OR;Swiss;Cheese;4;71.83
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Holmes Calderon;pede@Fusce.co.uk;084-517-5132;8/02/2011;5681 Netus Rd.;Salem;73705;OR;Nectarines;Fresh Fruits;5;388.51
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Holmes Calderon;pede@Fusce.co.uk;084-517-5132;8/02/2011;5681 Netus Rd.;Salem;73705;OR;Chocolate chips / Cocoa;Baking;3;206.69
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Micah England;orci.Ut@doloregestasrhoncus.net;020-073-6493;5/05/2011;P.O. Box 831, 9684 Dictum Av.;Canyon;86692;AZ;Cake / Cookies;Baked Goods;3;141.35
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Micah England;orci.Ut@doloregestasrhoncus.net;020-073-6493;5/05/2011;P.O. Box 831, 9684 Dictum Av.;Canyon;86692;AZ;Syrup;Condiments / Sauces;3;66.95
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Micah England;orci.Ut@doloregestasrhoncus.net;020-073-6493;5/05/2011;P.O. Box 831, 9684 Dictum Av.;Canyon;86692;AZ;Salsa;Condiments / Sauces;2;61.05
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Neve Harrington;Quisque.porttitor@Phaselluselit.edu;067-412-3568;10/07/2012;P.O. Box 127, 9754 Ornare, Street;Vancouver;86739;WA;Squash;Fresh Vegetables;1;299.29
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Neve Harrington;Quisque.porttitor@Phaselluselit.edu;067-412-3568;10/07/2012;P.O. Box 127, 9754 Ornare, Street;Vancouver;86739;WA;Granola bars / Mix;Snacks;3;119.51
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Neve Harrington;Quisque.porttitor@Phaselluselit.edu;067-412-3568;10/07/2012;P.O. Box 127, 9754 Ornare, Street;Vancouver;86739;WA;Pizza;Frozen;5;463.17
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Neve Harrington;Quisque.porttitor@Phaselluselit.edu;067-412-3568;10/07/2012;P.O. Box 127, 9754 Ornare, Street;Vancouver;86739;WA;Ham / Pork;Meat;4;126.91
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Kai Pena;nibh.Quisque@facilisismagnatellus.com;083-692-7831;12/11/2018;P.O. Box 671, 9827 Erat. St.;Colorado Springs;57994;CO;Pie! Pie! Pie!;Baked Goods;1;311.25
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Kai Pena;nibh.Quisque@facilisismagnatellus.com;083-692-7831;12/11/2018;P.O. Box 671, 9827 Erat. St.;Colorado Springs;57994;CO;Fries / Tater tots;Frozen;3;128.53
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Kai Pena;nibh.Quisque@facilisismagnatellus.com;083-692-7831;12/11/2018;P.O. Box 671, 9827 Erat. St.;Colorado Springs;57994;CO;Broth;Canned Foods;2;220.98
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Kai Pena;nibh.Quisque@facilisismagnatellus.com;083-692-7831;12/11/2018;P.O. Box 671, 9827 Erat. St.;Colorado Springs;57994;CO;Potato / Corn chips;Snacks;4;431.54
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Kibo Ayala;Morbi.sit.amet@semconsequatnec.com;032-780-8405;1/03/2012;4326 A, Road;Las Vegas;97695;Nevada;Sports drink;Beverages;4;45.95
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Kibo Ayala;Morbi.sit.amet@semconsequatnec.com;032-780-8405;1/03/2012;4326 A, Road;Las Vegas;97695;Nevada;Soda pop;Beverages;3;408.11
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Kibo Ayala;Morbi.sit.amet@semconsequatnec.com;032-780-8405;1/03/2012;4326 A, Road;Las Vegas;97695;Nevada;Salt;Spices & Herbs;4;442.02
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Kibo Ayala;Morbi.sit.amet@semconsequatnec.com;032-780-8405;1/03/2012;4326 A, Road;Las Vegas;97695;Nevada;Crackers;Snacks;4;40.29
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Kibo Ayala;Morbi.sit.amet@semconsequatnec.com;032-780-8405;1/03/2012;4326 A, Road;Las Vegas;97695;Nevada;Packaged meals;Various Groceries;2;106.19
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Robert Adkins;Curabitur.dictum@nec.net;092-717-9747;30/10/2013;9785 Vehicula. Road;Frankfort;27751;Kentucky;Diapers;Baby Stuff;4;220.44
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Graham Hampton;netus.et@ategestasa.ca;027-522-2431;25/11/2015;Ap #545-3441 Nunc. Rd.;Olympia;50635;WA;Red wine / White wine;Beverages;4;348.87
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Graham Hampton;netus.et@ategestasa.ca;027-522-2431;25/11/2015;Ap #545-3441 Nunc. Rd.;Olympia;50635;WA;Broccoli;Fresh Vegetables;4;13.65
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Graham Hampton;netus.et@ategestasa.ca;027-522-2431;25/11/2015;Ap #545-3441 Nunc. Rd.;Olympia;50635;WA;Sugar;Baking;4;151.45
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Graham Hampton;netus.et@ategestasa.ca;027-522-2431;25/11/2015;Ap #545-3441 Nunc. Rd.;Olympia;50635;WA;Tuna / Chicken;Canned Foods;1;191.68
Ipsum PC;Jared Hensley;Cras.dictum.ultricies@velpede.ca;018-691-6367;C;Graham Hampton;netus.et@ategestasa.ca;027-522-2431;25/11/2015;Ap #545-3441 Nunc. Rd.;Olympia;50635;WA;Ice cream / Sorbet;Frozen;1;165.65
